Extracting data\cifar-10-python.tar.gz to data
Files already downloaded and verified
Apply ZCA whitening
torch.Size([50000, 3, 32, 32])
torch.Size([10000, 3, 32, 32])
Epoch : 0 Iter : 0 VAT Loss : tensor(0.5893, device='cuda:0') CE Loss : tensor(2.6132, device='cuda:0')
Epoch : 37 Iter : 300 VAT Loss : tensor(0.7283, device='cuda:0') CE Loss : tensor(0.0952, device='cuda:0')
Epoch : 38 Iter : 0 VAT Loss : tensor(0.7587, device='cuda:0') CE Loss : tensor(0.0937, device='cuda:0')
Epoch : 38 Iter : 100 VAT Loss : tensor(0.7641, device='cuda:0') CE Loss : tensor(0.1958, device='cuda:0')
Epoch : 38 Iter : 200 VAT Loss : tensor(0.9717, device='cuda:0') CE Loss : tensor(0.0807, device='cuda:0')
Epoch : 38 Iter : 300 VAT Loss : tensor(0.7841, device='cuda:0') CE Loss : tensor(0.0692, device='cuda:0')
Epoch : 39 Iter : 0 VAT Loss : tensor(0.7955, device='cuda:0') CE Loss : tensor(0.1350, device='cuda:0')
Epoch : 39 Iter : 100 VAT Loss : tensor(0.6613, device='cuda:0') CE Loss : tensor(0.0397, device='cuda:0')
Epoch : 39 Iter : 200 VAT Loss : tensor(0.7560, device='cuda:0') CE Loss : tensor(0.1146, device='cuda:0')
Epoch : 39 Iter : 300 VAT Loss : tensor(1.0524, device='cuda:0') CE Loss : tensor(0.1158, device='cuda:0')
Epoch : 40 Iter : 0 VAT Loss : tensor(0.7183, device='cuda:0') CE Loss : tensor(0.0633, device='cuda:0')
Epoch : 40 Iter : 100 VAT Loss : tensor(0.9533, device='cuda:0') CE Loss : tensor(0.1200, device='cuda:0')
Epoch : 40 Iter : 200 VAT Loss : tensor(0.8617, device='cuda:0') CE Loss : tensor(0.1201, device='cuda:0')
Epoch : 40 Iter : 300 VAT Loss : tensor(0.7045, device='cuda:0') CE Loss : tensor(0.2583, device='cuda:0')
Train accuracy : tensor(0.8750, device='cuda:0')
Test accuracy : tensor(0.6500, device='cuda:0')
Epoch : 41 Iter : 0 VAT Loss : tensor(0.7787, device='cuda:0') CE Loss : tensor(0.0476, device='cuda:0')
Epoch : 41 Iter : 100 VAT Loss : tensor(0.7320, device='cuda:0') CE Loss : tensor(0.0952, device='cuda:0')
Epoch : 41 Iter : 200 VAT Loss : tensor(0.7837, device='cuda:0') CE Loss : tensor(0.0378, device='cuda:0')
Epoch : 41 Iter : 300 VAT Loss : tensor(0.7779, device='cuda:0') CE Loss : tensor(0.2359, device='cuda:0')
Epoch : 42 Iter : 0 VAT Loss : tensor(0.7238, device='cuda:0') CE Loss : tensor(0.1246, device='cuda:0')
Epoch : 42 Iter : 100 VAT Loss : tensor(0.6295, device='cuda:0') CE Loss : tensor(0.0660, device='cuda:0')
Epoch : 42 Iter : 200 VAT Loss : tensor(0.8324, device='cuda:0') CE Loss : tensor(0.0872, device='cuda:0')
Epoch : 42 Iter : 300 VAT Loss : tensor(0.6696, device='cuda:0') CE Loss : tensor(0.0660, device='cuda:0')
Epoch : 43 Iter : 0 VAT Loss : tensor(0.7913, device='cuda:0') CE Loss : tensor(0.2576, device='cuda:0')
Epoch : 43 Iter : 100 VAT Loss : tensor(0.8471, device='cuda:0') CE Loss : tensor(0.2162, device='cuda:0')
Epoch : 43 Iter : 200 VAT Loss : tensor(0.5830, device='cuda:0') CE Loss : tensor(0.0300, device='cuda:0')
Epoch : 43 Iter : 300 VAT Loss : tensor(0.7887, device='cuda:0') CE Loss : tensor(0.1845, device='cuda:0')
Epoch : 44 Iter : 0 VAT Loss : tensor(0.7034, device='cuda:0') CE Loss : tensor(0.0585, device='cuda:0')
Epoch : 44 Iter : 100 VAT Loss : tensor(0.7813, device='cuda:0') CE Loss : tensor(0.0952, device='cuda:0')
Epoch : 44 Iter : 200 VAT Loss : tensor(0.6334, device='cuda:0') CE Loss : tensor(0.1018, device='cuda:0')
Epoch : 44 Iter : 300 VAT Loss : tensor(0.7044, device='cuda:0') CE Loss : tensor(0.0739, device='cuda:0')
Epoch : 45 Iter : 0 VAT Loss : tensor(0.7466, device='cuda:0') CE Loss : tensor(0.1423, device='cuda:0')
Epoch : 45 Iter : 100 VAT Loss : tensor(0.7312, device='cuda:0') CE Loss : tensor(0.2288, device='cuda:0')
Epoch : 45 Iter : 200 VAT Loss : tensor(0.7699, device='cuda:0') CE Loss : tensor(0.2202, device='cuda:0')
Epoch : 45 Iter : 300 VAT Loss : tensor(0.5121, device='cuda:0') CE Loss : tensor(0.0699, device='cuda:0')
Train accuracy : tensor(0.9688, device='cuda:0')
Test accuracy : tensor(0.6900, device='cuda:0')
Epoch : 46 Iter : 0 VAT Loss : tensor(0.6804, device='cuda:0') CE Loss : tensor(0.0637, device='cuda:0')
Epoch : 46 Iter : 100 VAT Loss : tensor(0.7286, device='cuda:0') CE Loss : tensor(0.0272, device='cuda:0')
Epoch : 46 Iter : 200 VAT Loss : tensor(0.6298, device='cuda:0') CE Loss : tensor(0.1740, device='cuda:0')
Epoch : 46 Iter : 300 VAT Loss : tensor(0.7802, device='cuda:0') CE Loss : tensor(0.0648, device='cuda:0')
Epoch : 47 Iter : 0 VAT Loss : tensor(0.3691, device='cuda:0') CE Loss : tensor(0.0789, device='cuda:0')
Epoch : 47 Iter : 100 VAT Loss : tensor(0.7086, device='cuda:0') CE Loss : tensor(0.0553, device='cuda:0')
Epoch : 47 Iter : 200 VAT Loss : tensor(0.7124, device='cuda:0') CE Loss : tensor(0.0724, device='cuda:0')
Epoch : 47 Iter : 300 VAT Loss : tensor(0.7088, device='cuda:0') CE Loss : tensor(0.1187, device='cuda:0')
Epoch : 48 Iter : 0 VAT Loss : tensor(0.7270, device='cuda:0') CE Loss : tensor(0.0319, device='cuda:0')
Epoch : 48 Iter : 100 VAT Loss : tensor(0.5913, device='cuda:0') CE Loss : tensor(0.0875, device='cuda:0')
Epoch : 48 Iter : 200 VAT Loss : tensor(0.7099, device='cuda:0') CE Loss : tensor(0.1274, device='cuda:0')
Epoch : 48 Iter : 300 VAT Loss : tensor(0.7812, device='cuda:0') CE Loss : tensor(0.0927, device='cuda:0')
Epoch : 49 Iter : 0 VAT Loss : tensor(0.6900, device='cuda:0') CE Loss : tensor(0.0367, device='cuda:0')
Epoch : 49 Iter : 100 VAT Loss : tensor(0.7431, device='cuda:0') CE Loss : tensor(0.0394, device='cuda:0')
Epoch : 49 Iter : 200 VAT Loss : tensor(0.3150, device='cuda:0') CE Loss : tensor(0.0653, device='cuda:0')
Epoch : 49 Iter : 300 VAT Loss : tensor(0.6683, device='cuda:0') CE Loss : tensor(0.0484, device='cuda:0')
Epoch : 50 Iter : 0 VAT Loss : tensor(0.6695, device='cuda:0') CE Loss : tensor(0.0955, device='cuda:0')
Epoch : 50 Iter : 100 VAT Loss : tensor(0.7193, device='cuda:0') CE Loss : tensor(0.1110, device='cuda:0')
Epoch : 50 Iter : 200 VAT Loss : tensor(0.7520, device='cuda:0') CE Loss : tensor(0.0191, device='cuda:0')
Epoch : 50 Iter : 300 VAT Loss : tensor(0.6904, device='cuda:0') CE Loss : tensor(0.0352, device='cuda:0')
Train accuracy : tensor(0.9688, device='cuda:0')
Test accuracy : tensor(0.7800, device='cuda:0')
Epoch : 51 Iter : 0 VAT Loss : tensor(0.6720, device='cuda:0') CE Loss : tensor(0.0437, device='cuda:0')
Epoch : 51 Iter : 100 VAT Loss : tensor(0.6534, device='cuda:0') CE Loss : tensor(0.1294, device='cuda:0')
Epoch : 51 Iter : 200 VAT Loss : tensor(0.7944, device='cuda:0') CE Loss : tensor(0.0455, device='cuda:0')
Epoch : 51 Iter : 300 VAT Loss : tensor(0.9146, device='cuda:0') CE Loss : tensor(0.0243, device='cuda:0')
Epoch : 52 Iter : 0 VAT Loss : tensor(0.7244, device='cuda:0') CE Loss : tensor(0.0828, device='cuda:0')
