Files already downloaded and verified
Files already downloaded and verified
Epoch : 0 Iter : 0 VAT Loss : tensor(0.6990, device='cuda:0') CE Loss : tensor(2.7805, device='cuda:0')
Epoch : 50 Iter : 200 VAT Loss : tensor(0.5448, device='cuda:0') CE Loss : tensor(0.0367, device='cuda:0')
Epoch : 50 Iter : 300 VAT Loss : tensor(0.4055, device='cuda:0') CE Loss : tensor(0.0342, device='cuda:0')
Train accuracy : tensor(1., device='cuda:0')
Test accuracy : tensor(0.7700, device='cuda:0')
Epoch : 51 Iter : 0 VAT Loss : tensor(0.4670, device='cuda:0') CE Loss : tensor(0.0329, device='cuda:0')
Epoch : 51 Iter : 100 VAT Loss : tensor(0.6081, device='cuda:0') CE Loss : tensor(0.1689, device='cuda:0')
Epoch : 51 Iter : 200 VAT Loss : tensor(0.5785, device='cuda:0') CE Loss : tensor(0.2121, device='cuda:0')
Epoch : 51 Iter : 300 VAT Loss : tensor(0.6225, device='cuda:0') CE Loss : tensor(0.0420, device='cuda:0')
Epoch : 52 Iter : 0 VAT Loss : tensor(0.4410, device='cuda:0') CE Loss : tensor(0.3049, device='cuda:0')
Epoch : 52 Iter : 100 VAT Loss : tensor(0.5531, device='cuda:0') CE Loss : tensor(0.0602, device='cuda:0')
Epoch : 52 Iter : 200 VAT Loss : tensor(0.4825, device='cuda:0') CE Loss : tensor(0.0470, device='cuda:0')
